DOI,f_avg_core_width_,f_Ms_emu_g_MNP,f_Hc_,c_core_composition,c_dopant_element_1,c_dopant_element_2,c_is_coated,f_H_,f_FCY_,f_conc_MNP_mg_mL,c_shape_type,c_magnetic_phase,SAR_W_g,f_avg_core_sd_ _BOTH,f_area_volume_ratio,f_Mr_Ms_BOTH,f_dopant_ratio_1,f_dopant_ratio_2
10.1016/ j.jmmm.2018.06.051,11.7,58.5,31,Fe3O4,,,hyaluronic acid,416.1,126,50,,superparamagnetic,315.09,0.9,,0.09,,
10.1016/ j.jmmm.2018.06.051,11.7,58.5,31,Fe3O4,,,hyaluronic acid,416.1,126,40,,superparamagnetic,257.51,0.9,,0.09,,
10.1016/ j.jsamd.2026.101143,11.7,58.5,31,Fe3O4,,,hyaluronic acid,416.1,126,30,,superparamagnetic,201.21,0.9,,0.09,,
10.1016/ j.jsamd.2026.101143,11.7,58.5,31,Fe3O4,,,hyaluronic acid,416.1,126,20,,superparamagnetic,176.25,0.9,,0.09,,
10.1016/ j.jsamd.2026.101143,11.7,58.5,31,Fe3O4,,,hyaluronic acid,416.1,126,10,,superparamagnetic,121.02,0.9,,0.09,,
10.1016/ j.jsamd.2026.101143,11.7,58.5,31,Fe3O4,,,hyaluronic acid,416.1,126,50,,,208.71,0.9,,0.09,,
10.1016/ j.jsamd.2026.101143,11.7,58.5,31,Fe3O4,,,hyaluronic acid,416.1,126,50,,,249.43,0.9,,0.09,,
10.1016/ j.jsamd.2026.101143,12.46,60.9,3.8,Fe3O4,,,PCL,416.1,126,60,spherical,superparamagnetic,64,,,,,
10.1016/ j.jsamd.2026.101143,8.78,66.3,3.6,Fe3O4,,,PCL,416.1,126,60,spherical,superparamagnetic,85.4,,,,,
10.1016/ j.jsamd.2026.101143,13.89,63.6,3.9,Fe3O4,,,PCL,416.1,126,60,spherical,superparamagnetic,65.7,,,,,
10.1016/ j.jsamd.2026.101143,19.8,46.5,0,Zn0.1Mn0.9Fe2O4,Zn,Mn,,416,126,30,nanocube,superparamagnetic,130,0.7,,,0.1,0.9
10.1016/ j.jsamd.2026.101143,16.7,51.2,0,Zn0.2Mn0.8Fe2O4,Zn,Mn,,416,126,30,nanocube,superparamagnetic,69.6,0.9,,,0.2,0.8
10.1016/ j.jsamd.2026.101143,16.7,51.2,0,Zn0.2Mn0.8Fe2O4,Zn,Mn,agar,416,126,30,nanocube,superparamagnetic,53.9,0.9,,,0.2,0.8
10.1016/ j.jsamd.2026.101143,8.2,19.4,0,Zn0.9Mn0.1Fe2O4,Zn,Mn,,416,126,30,nanocube,superparamagnetic,1.5,0.8,,,0.9,0.1
10.1016/ j.jsamd.2026.101143,3.01,20.9,,CoFe2O4,,,chitosan,416,126,5,spherical,ferrimagnetic,72.1,,,,,
10.1016/ j.jsamd.2026.101143,22.38,26.4,7.1,Fe3O4,,,quercetin encapsulated liposomes,415.9,126,0.981,spherical,superparamagnetic,30.12,,,0.02,,
10.1016/ j.jsamd.2026.101143,2.54,24,0,CoFe2O4,,,chitosan,415.9,126,50,spherical,superparamagnetic,69.9,0.7,,0,,
10.1016/ j.rechem.2023.100999,2.54,24,0,CoFe2O4,,,chitosan,415.9,126,50,spherical,superparamagnetic,72.1,0.7,,0,,
10.1016/ j.rechem.2023.100999,19.03,39.4,26,Fe3O4,,,citric acid,415.9,126,10,aggregate,superparamagnetic,74.71,,,0.04,,
12,19.59,54.5,64,Fe3O4,,,citric acid,415.9,126,10,aggregate,superparamagnetic,113.78,,,0.08,,
10.1016/ j.rinma.2023.100431,23.34,61.5,51,Fe3O4,,,citric acid,415.9,126,10,aggregate,superparamagnetic,211.11,,,0.07,,
10.1016/ j.rinma.2023.100431,7.5,,6.4,Fe3O4,,,,408.53,80,2,spherical,superparamagnetic,15.6,,,,,
10.1016/ j.rinma.2023.100431,13,,20.9,Fe3O4,,,,408.53,80,2,spherical,superparamagnetic,39.4,,,,,
10.1016/ j.rinma.2023.100431,46,,101.9,Fe3O4,,,,408.53,80,2,polyhedron,ferromagnetic,75.6,,,,,
10.1016/ j.rinma.2023.100431,81,,88.9,Fe3O4,,,,408.53,80,2,polyhedron,ferromagnetic,63.7,,,,,
10.1039/ d5ra08765a,282,,62.4,Fe3O4,,,,408.53,80,2,polyhedron,ferromagnetic,32.5,,,,,
10.1039/ d5ra08765a,416,,53.9,Fe3O4,,,,408.53,80,2,polyhedron,ferromagnetic,28.9,,,,,
10.1039/ d5ra08765a,11,71,50,CoFe2O4,,,oleic acid,408,316,0.5,spherical,superparamagnetic,154,1.25,,0.07,,
10.1039/ d5ra08765a,11,71,50,CoFe2O4,,,oleic acid,408,316,1,spherical,superparamagnetic,121.5,1.25,,0.07,,
10.1039/ d5ra08765a,11,,50,CoFe2O4,,,oleic acid,408,316,3,spherical,superparamagnetic,74.1,1.25,,0.07,,
10.1039/ d5ra08765a,9,54,225,CoFe2O4,,,ZDS,408,316,0.5,spherical,superparamagnetic,502,0.034,,0.15,,
10.1039/ d5ra08765a,9,54,225,CoFe2O4,,,ZDS,408,316,1,spherical,superparamagnetic,296.3,0.034,,0.15,,
10.1039/ d5ra08765a,9,54,225,CoFe2O4,,,ZDS,408,316,3,spherical,superparamagnetic,260.2,0.034,,0.15,,
10.1039/ d5ra08765a,17.6,25,3,Zn0.8Mn0.2Fe2O4,Mn,Zn,,402.2,100,5,spherical,ferromagnetic,61.4,,,,0.8,0.2
10.1016/ j.rineng.2023.101537,14.8,40,1.6,Co0.2Zn0.6Mn0.2Fe2O4,Co,Zn,,402.2,100,5,spherical,ferromagnetic,99.7,,,,0.2,0.6
10.1016/ j.apsusc.2026.166636,14.3,42.4,4.2,Co0.3Zn0.5Mn0.2Fe2O4,Co,Zn,,402.2,100,5,spherical,ferromagnetic,141.1,,,,0.3,0.5
10.1016/ j.apsusc.2026.166636,16,65.6,48.4,Co0.4Zn0.4Mn0.2Fe2O4,Co,Zn,,402.2,100,5,spherical,ferromagnetic,159.4,,,,0.4,0.4
10.1016/ j.apsusc.2026.166636,15,70.8,92.1,Co0.5Zn0.3Mn0.2Fe2O4,Co,Zn,,402.2,100,5,spherical,ferromagnetic,118.4,,,,0.5,0.3
10.1016/ j.apsusc.2026.166636,14.3,61.2,,Co0.5Zn0.5Fe2O4,Ca,,,402.12,100,5,,superparamagnetic,178.6,,,,0,0.5
10.1016/ j.apsusc.2026.166636,13.8,63,,Ca0.1Co0.4Zn0.5Fe2O4,Ca,,,402.12,100,5,,superparamagnetic,189.7,,,,0.1,0.4
10.1016/ j.jpcs.2026.113517,13.8,46.3,,Ca0.15Co0.35Zn0.5Fe2O4,Ca,,,402.12,100,5,,superparamagnetic,155.5,,,,0.15,0.35
10.1016/ j.jpcs.2026.113517,12.4,42.3,,Ca0.2Co0.3Zn0.5Fe2O4,Ca,,,402.12,100,5,,superparamagnetic,137.9,,,,0.2,0.3
10.1016/ j.jpcs.2026.113517,12.5,66.6,0,Fe3O4,,,citric acid,400,310,0.5,spherical,soft ferrimagnetic,107.841,2.1,,Low,,
10.1016/ j.jpcs.2026.113517,12.5,66.6,0,Fe3O4,,,citric acid,400,310,1,spherical,soft ferrimagnetic,76.3467,2.1,,Low,,
10.1016/ j.inoche.2025.115741,12.5,66.6,0,Fe3O4,,,citric acid,400,310,2,spherical,soft ferrimagnetic,58.4144,2.1,,Low,,
10.1016/ j.inoche.2025.115741,14.1,45.54,0,Fe3O4,,,gold,400,310,0.5,spherical,soft ferrimagnetic,84.769,2.6,,Low,,
10.1016/ j.inoche.2025.115741,14.1,35.28,0,Fe3O4,,,gold & silica,400,310,0.5,spherical,soft ferrimagnetic,52.084,,,Low,,
10.1016/ j.inoche.2025.115741,124,69,,Fe3O4,,,oleic acid,400,315,1,nanocube,ferrimagnetic,100,12,,,,
10.1016/ j.inoche.2025.115741,124,69,,Fe3O4,,,oleic acid,400,315,2,nanocube,ferrimagnetic,132,12,,,,
10.1016/ j.inoche.2025.115741,124,69,,Fe3O4,,,oleic acid,400,315,5,nanocube,ferrimagnetic,152,12,,,,
10.1016/ j.inoche.2025.115741,124,42,,Fe3O4,,,TMAAD,400,315,1,nanocube,ferrimagnetic,176,12,,,,
10.1016/ j.inoche.2025.115741,124,42,,Fe3O4,,,TMAAD,400,315,2,nanocube,ferrimagnetic,85,12,,,,
10.1016/ j.inoche.2025.115741,124,42,,Fe3O4,,,TMAAD,400,315,5,nanocube,ferrimagnetic,165,12,,,,
10.1016/ j.inoche.2025.115741,15.8,54.2,,Fe3O4,,,,400,400,,,Superparamagentic,181,,,,,
10.1016/ j.inoche.2025.115741,50,30.63,18,Fe3O4,,,HNTs,400,400,0.5,nanotube,superparamagnetic,94,,,,,
10.1016/ j.inoche.2025.115741,50,30.63,18,Fe3O4,,,HNTs,400,200,0.5,nanotube,superparamagnetic,53,,,,,
10.1016/ j.ijbiomac.2025.145441,50,30.63,18,Fe3O4,,,HNTs,400,400,1,nanotube,superparamagnetic,75,,,,,
10.1016/ j.ijbiomac.2025.145441,50,30.63,18,Fe3O4,,,HNTs,400,200,1,nanotube,superparamagnetic,47,,,,,
10.1016/ j.mtchem.2025.102533,50,30.63,18,Fe3O4,,,HNTs,400,400,2,nanotube,superparamagnetic,67,,,,,
10.1016/ j.mtchem.2025.102533,50,30.63,18,Fe3O4,,,HNTs,400,200,2,nanotube,superparamagnetic,43,,,,,
10.1016/ j.mtchem.2025.102533,32,10.1,,La0.73Sr0.27MnO3,Sr,,,400,300,5,,ferromagnetic,6.67,8.1,,,0.27,
10.1016/ j.mtchem.2025.102533,32,11,,La0.7Sr0.3MnO3,Sr,,,400,300,5,,ferromagnetic,12.7,6.9,,,0.3,
10.1016/ j.mtchem.2025.102533,30,10.7,,La0.67Sr0.33MnO3,Sr,,,400,300,5,,ferromagnetic,8.77,6.6,,,0.33,
10.1016/ j.mtchem.2025.102533,38,6.5,,La0.73Sr0.27MnO4,Sr,,silane,400,300,5,,ferromagnetic,4.13,7.7,,,0.27,
10.1039/ d1ra07407e,33,9.5,,La0.7Sr0.3MnO4,Sr,,silane,400,300,5,,ferromagnetic,16.7,7.3,,,0.3,
10.1039/ d1ra07407e,35,10.1,,La0.67Sr0.33MnO4,Sr,,silane,400,300,5,,ferromagnetic,4.36,7.2,,,0.33,
10.1039/ d1ra07407e,65,66,0,Fe3O4,,,UOx,400,362,,nanoring,ferrimagnetic,3284,,,0,,
10.1039/ d1ra07407e,65,66,0,Fe3O4,,,UOx,400,362,,nanoring,ferrimagnetic,3269,,,0,,
10.1039/ d1ra07407e,100,,,Fe0.6Mn0.4O,Fe,,MPEG,399.73,366,,sphericals,,535,,,,0.6,
10.1039/ d1ra07407e,10,40.8,22,Fe3O4,,,palmitic acid,397.29,126,,spherical,superparamagnetic,164.5,,,,,
10.1039/ d1ra07407e,11,41,27,Fe3O4,,,stearic acid,397.29,126,,spherical,superparamagnetic,223.9,,,,,
10.1016/ j.rsurfi.2025.100652,6.9,68.2,15.7,Fe3O4,,,oleic acid,397.21,126,32.4,spherical,superparamagnetic,190.9,0.7,,,,
10.1016/ j.rsurfi.2025.100652,9.6,69.9,15.7,Fe3O4,,,oleic acid,397.21,126,32.4,spherical,superparamagnetic,381.11,0.6,,,,
10.1016/ j.rsurfi.2025.100652,10.5,69.4,17,Fe3O4,,,oleic acid,397.21,126,32.4,spherical,superparamagnetic,423.03,0.6,,,,
10.1016/ j.rsurfi.2025.100652,10,40.8,27.6,Fe3O4,,,palmitic acid,397.21,126,40,,superparamagnetic,164.5,0.8,,0.02,,
10.1016/ j.rsurfi.2025.100652,11,41,33.9,Fe3O4,,,stearic acid,397.21,126,40,,superparamagnetic,223.9,0.7,,0.03,,
10.1016/ j.rsurfi.2025.100652,13.1,77.4,861,CoFe2O4,,,,390.9,126,10,spherical,ferrimagnetic,139.5,1.4,,0.2,,
10.1016/ j.apsusc.2026.166636,13.1,77.4,861,CoFe2O4,,,,390.9,126,30,spherical,ferrimagnetic,88.4,1.4,,0.2,,
10.1016/ j.apsusc.2026.166636,13.1,77.4,861,CoFe2O4,,,,390.9,126,50,spherical,ferrimagnetic,36.6,1.4,,0.2,,
10.1016/ j.apsusc.2026.166636,13.3,74.4,846,CoFe2O4,,,chitosan,390.9,126,10,spherical,ferrimagnetic,218.3,1.9,,0.2,,
10.1016/ j.nxnano.2025.100141,13.3,74.4,846,CoFe2O4,,,chitosan,390.9,126,30,spherical,ferrimagnetic,206.9,1.9,,0.2,,
10.1016/ j.nxnano.2025.100141,13.3,74.4,846,CoFe2O4,,,chitosan,390.9,126,50,spherical,ferrimagnetic,173.5,1.9,,0.2,,
10.1016/ j.nxnano.2025.100141,2.54,24,0,CoFe2O4,,,chitosan,390.8,126,50,spherical,superparamagnetic,58.2,0.7,,0,,
10.1016/ j.cartre.2023.100305,2.54,24,0,CoFe2O4,,,chitosan,390.8,126,50,spherical,superparamagnetic,54.8,0.7,,0,,
10.1016/ j.cartre.2023.100305,19.03,39.4,26,Fe3O4,,,citric acid,390.8,126,10,aggregate,superparamagnetic,67.19,,,0.04,,
10.1016/ j.cartre.2023.100305,19.59,54.5,64,Fe3O4,,,citric acid,390.8,126,10,aggregate,superparamagnetic,104.01,,,0.08,,
10.1016/ j.cartre.2023.100305,23.34,61.5,51,Fe3O4,,,citric acid,390.8,126,10,aggregate,superparamagnetic,196.95,,,0.07,,
10.1016/ j.cartre.2023.100305,14,59,0,Fe3O4,,,,389.5,313,1,spherical,superparamagnetic,165.08,,,0,,
10.1016/ j.cartre.2023.100305,20,,,gamma-Fe2O3,,,dextran,377.1,400,,spherical,superparamagnetic,185,,,,,
10.1016/ j.cartre.2023.100305,18,,,Fe3O4,,,PEG-Folic acid,377.1,300,,spherical,superparamagnetic,210,,,,,
10.1016/ j.cartre.2023.100305,11.2,18.2,17.59,Fe3O4,,,ceria,376.92,112,,spherical,ferrimagnetic,10,4.1,,0.027,,
10.1016/ j.cartre.2023.100305,18.4,19.9,76.64,Fe3O4,,,ceria,376.92,112,,spherical,ferrimagnetic,30,4.2,,0.121,,
10.1016/ j.cartre.2023.100305,13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,Co,Ca,oleic acid,375,316,0.5,spherical,superparamagnetic,109.5,,,0.24,0.7,0.3
10.1016/ j.cartre.2023.100305,13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,Co,Ca,oleic acid,375,316,1,spherical,superparamagnetic,163,,,0.24,0.7,0.3
10.1016/ j.ceramint.2024.07.013,13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,Co,Ca,oleic acid,375,316,3,spherical,superparamagnetic,273.1,,,0.24,0.7,0.3
10.1016/ j.ceramint.2024.07.013,6,26.31,0,Mn0.8Zn0.2Fe2O4,,,,371.45,225,100,spherical,superparamagnetic,3.51,,,,0,
10.1016/ j.actbio.2022.08.033,6,23.93,0,Mn0.8Zn0.2Fe1.985Ce0.015O4,Ce,,,371.45,225,100,spherical,superparamagnetic,3.25,,,,0.015,
10.1016/ j.actbio.2022.08.033,6,24.66,0,Mn0.8Zn0.2Fe1.970Ce0.030O4,Ce,,,371.45,225,100,spherical,superparamagnetic,3.2,,,,0.03,
10.1016/ j.actbio.2022.08.033,6,22.88,0,Mn0.8Zn0.2Fe1.950Ce0.050O4,Ce,,,371.45,225,100,spherical,superparamagnetic,3.12,,,,0.05,
10.1016/ j.actbio.2022.08.033,6,21.52,0,Mn0.8Zn0.2Fe1.900Ce0.100O4,Ce,,,371.45,225,100,spherical,superparamagnetic,3.05,,,,0.1,
10.1016/ j.actbio.2022.08.033,19,,,Fe3O4,,,decaic acid,364.53,520,,nanocube,,2452,,,,,
10.1016/ j.actbio.2022.08.033,19,,,Fe3O4,,,PEG,364.53,520,,nanocube,,2452,,,,,
10.1039/ d5na00072f,6.9,68.2,15.7,Fe3O4,,,oleic acid,358.25,126,32.4,spherical,superparamagnetic,168.94,0.7,,,,
10.1039/ d1na00153a,9.6,69.9,15.7,Fe3O4,,,oleic acid,358.25,126,32.4,spherical,superparamagnetic,330.11,0.6,,,,
10.1039/ d1na00153a,10.5,69.4,17,Fe3O4,,,oleic acid,358.25,126,32.4,spherical,superparamagnetic,392.66,0.6,,,,
10.1039/ d1na00153a,13.1,77.4,861,CoFe2O4,,,,358.2,126,10,spherical,ferrimagnetic,125.6,1.4,,0.2,,
10.1016/ j.jallcom.2025.184692,13.1,77.4,861,CoFe2O4,,,,358.2,126,30,spherical,ferrimagnetic,84.3,1.4,,0.2,,
10.1016/ j.jallcom.2025.184692,13.1,77.4,861,CoFe2O4,,,,358.2,126,50,spherical,ferrimagnetic,34,1.4,,0.2,,
10.1016/ j.jallcom.2025.184692,13.3,74.4,846,CoFe2O4,,,chitosan,358.2,126,10,spherical,ferrimagnetic,176.4,1.9,,0.2,,
10.1016/ j.colsurfa.2025.137106,13.3,74.4,846,CoFe2O4,,,chitosan,358.2,126,30,spherical,ferrimagnetic,166.8,1.9,,0.2,,
10.1016/ j.bbcan.2025.189490,13.3,74.4,846,CoFe2O4,,,chitosan,358.2,126,50,spherical,ferrimagnetic,136.7,1.9,,0.2,,
10.1016/ j.bbcan.2025.189490,11.7,58.5,31,Fe3O4,,,hyaluronic acid,358.2,126,50,,superparamagnetic,304.56,0.9,,0.09,,
10.1016/ j.bbcan.2025.189490,12.46,60.9,3.8,Fe3O4,,,PCL,358.2,126,60,spherical,superparamagnetic,56.8,,,,,
10.1016/ j.bbcan.2025.189490,8.78,66.3,3.6,Fe3O4,,,PCL,358.2,126,60,spherical,superparamagnetic,75.9,,,,,
10.1016/ j.bbcan.2025.189490,13.89,63.6,3.9,Fe3O4,,,PCL,358.2,126,60,spherical,superparamagnetic,60.4,,,,,
10.1016/ j.magmed.2025.100039,22.38,26.4,7.1,Fe3O4,,,quercetin encapsulated liposomes,358.1,126,0.981,spherical,superparamagnetic,26.96,,,0.02,,
10.1016/ j.magmed.2025.100039,2.54,24,0,CoFe2O4,,,chitosan,358.1,126,50,spherical,superparamagnetic,49.1,0.7,,0,,
10.1016/ j.magmed.2025.100039,2.54,24,0,CoFe2O4,,,chitosan,358.1,126,50,spherical,superparamagnetic,44.3,0.7,,0,,
10.1016/ j.magmed.2025.100039,19.03,39.4,26,Fe3O4,,,citric acid,358.1,126,10,aggregate,superparamagnetic,60.26,,,0.04,,
10.1016/ j.magmed.2025.100039,19.59,54.5,64,Fe3O4,,,citric acid,358.1,126,10,aggregate,superparamagnetic,95.52,,,0.08,,
10.1016/ j.colsurfa.2025.138619,23.34,61.5,51,Fe3O4,,,citric acid,358.1,126,10,aggregate,superparamagnetic,176.14,,,0.07,,
10.1039/ d5ra06567d,13.4,32.7,76,CuFe2O4,,,PEG,358,126,10,spherical,superparamagnetic,192.3,0.9,,0.12,,
10.1039/ d5ra08039h,8.4,24.5,297,CuFe2O4,,,trisodium citrate,358,126,10,pseudo-nanocube,superparamagnetic & ferrimagnetic,116.6,0.8,,0.21,,
10.1039/ d5ra08039h,13.4,32.7,76,CuFe2O4,,,PEG,358,126,30,spherical,superparamagnetic,125.5,0.9,,0.12,,
10.1039/ d5ra08039h,13.4,32.7,76,CuFe2O4,,,PEG,358,126,50,spherical,superparamagnetic,103.4,0.9,,0.12,,
10.1016/ j.colsurfa.2025.136792,40,,,MnFe2O4,,,PAN,356,317.8,,,,139.6,,,,,
10.1016/ j.colsurfa.2025.136792,10,14.5,0,MnFe2O4,,,,351.96,765,,spherical,,42,,,,,
10.1016/ j.colsurfa.2025.136792,26.5,33,0,CoFe2O4,,,MnFe2O4,351.96,765,,core shell,,73,,,,,
10.1016/ j.colsurfa.2025.136792,16.1,26.4,0,MnFe2O4,,,CoFe2O4,351.96,765,,core shell,,160,,,,,
10.1016/ j.colsurfa.2025.136792,12.2,70.37,,Fe3O4,,,PEG,350,765.85,,spherical,superparamagnetic,145.85,,,,,
10.1016/ j.colsurfa.2025.136792,10.2,49.16,,Fe3O4,,,PEG,350,765.85,,spherical,superparamagnetic,81.67,,,,,
10.1016/ j.colsurfa.2025.136792,9.06,57.5,,Fe3O4,,,URO,339.39,386,,spherical,superparamagnetic,38,,,,,
10.1016/ j.colsurfa.2025.136792,10.51,60.1,,Fe3O4,,,NH4HCO3,339.39,386,,spherical,superparamagnetic,52,,,,,
10.1016/ j.colsurfa.2025.136792,10.31,60.4,,Fe3O4,,,PEG,339.39,386,,spherical,superparamagnetic,42,,,,,
10.1016/ j.colsurfa.2025.136792,5.1,33.02,0,CoFe2O4,,,Au,335.9,276,5,spherical,superparamagnetic,54.97,0.5,,,,
10.1016/ j.colsurfa.2025.136792,5.1,33.02,0,CoFe2O4,,,Au,335.9,276,10,spherical,superparamagnetic,26.64,0.5,,,,
10.1016/ j.colsurfa.2025.136792,4.5,42.59,7.65,CoFe2O4,,,,335.62,276,5,spherical,superparamagnetic,68.85,0.5,,,,
10.1016/ j.colsurfa.2025.136792,4.5,42.59,7.65,CoFe2O4,,,,335.62,276,10,spherical,superparamagnetic,53.76,0.5,,,,
10.1016/ j.colsurfa.2025.136792,10,,,Fe3O4,,,PEG-PANI,335.619,265,,sphericals,,120,,,,,
10.1016/ j.colsurfa.2025.136792,13.5,36.7,0,Mn0.2Zn0.8Fe2O4,Mn,Zn,,335.2,265.5,5,spherical,superparamagnetic,85,,,,0.2,0.8
10.1039/ d5ra01897h,13.5,56.2,0,Mn0.5Zn0.5Fe2O4,Mn,Zn,,335.2,265.5,5,spherical,superparamagnetic,130,,,,0.5,0.5
10.1039/ d5ra01897h,13.5,66.9,0,Mn0.8Zn0.2Fe2O4,Mn,Zn,,335.2,265.5,5,spherical,superparamagnetic,110,,,,0.8,0.2
10.1039/ d5ra01897h,13.5,31.5,0,Mn0.2Zn0.8Fe2O4,Mn,Zn,Starch,335.2,265.5,5,spherical,superparamagnetic,99,,,,0.2,0.8
10.1039/ d5ra01897h,13.5,49.2,0,Mn0.5Zn0.5Fe2O4,Mn,Zn,Starch,335.2,265.5,5,spherical,superparamagnetic,150,,,,0.5,0.5
10.1016/ j.jciso.2025.100142,13.5,62.8,0,Mn0.8Zn0.2Fe2O4,Mn,Zn,Starch,335.2,265.5,5,spherical,superparamagnetic,132,,,,0.8,0.2
10.1016/ j.jciso.2025.100142,25,33.83,53,MgFe2O4,,,,335.2,265,2,spherical,ferrimagnetic,210,2,,,,
10.1016/ j.jciso.2025.100142,25,33.83,53,MgFe2O4,,,,335.2,265,5,spherical,ferrimagnetic,297.45,2,,,,
10.1016/ j.jciso.2025.100142,8,38,,Co0.4Zn0.6Fe2O4,Co,,PEG,335.2,265,2,spherical,superparamagnetic,334.5,0.15,,,0.4,0.6
10.1016/ j.jciso.2025.100142,12,46,,Mn0.4Zn0.6Fe2O4,Mn,,PEG,335.2,265,2,spherical,superparamagnetic,45,0.18,,,0.4,0.6
10.1016/ j.jmrt.2024.10.229,14,37,,Ni0.4Zn0.6Fe2O4,Ni,,PEG,335.2,265,2,spherical,superparamagnetic,16,0.23,,,0.4,0.6
10.1016/ j.jmrt.2024.10.229,37,45,0,beta-NaFeO2,,,,335.2,267,2,spherical,superparamagnetic,705.86,,,0,,
10.1016/ j.jmrt.2024.10.229,13,64,0,MnFe2O4,,,PVP,335.2,265,5,spherical,superparamagnetic,468.37,,,0,,
10.1016/ j.jmrt.2024.10.229,13,64,0,MnFe2O4,,,PVP,335.2,265,10,spherical,superparamagnetic,378,,,0,,
10.1016/ j.jmrt.2024.10.229,20,,,Fe3O4,,,,334.36,265,,,,38.4,,,,,
10.1016/ j.jmrt.2024.10.229,6,,,Fe3O4,,,oleic acid,334.36,265,,,,28.3,,,,,
10.1016/ j.jmrt.2024.10.229,10,,,Fe3O4,,,PEG,334.36,265,,,,33.5,,,,,
10.1016/ j.jmrt.2024.10.229,20,,,Fe3O4,,,,334.36,265,,spherical,ferrimagnetic,38.4,,,,,
10.1016/ j.jmrt.2024.10.229,6,,,Fe3O4,,,oleic acid,334.36,265,,spherical,superparamagnetic,28.3,,,,,
10.1016/ j.jmrt.2024.10.229,10,,,Fe3O4,,,PEG,334.36,265,,spherical,superparamagnetic,33.5,,,,,
10.1016/ j.jmrt.2024.10.229,10,,,Fe3O4,,,,326.82,265,,,,34.6,,,,,
10.1016/ j.jmrt.2024.10.229,10,,,Fe3O4,,,oleic acid,326.82,265,,,,40.8,,,,,
10.1016/ j.jmrt.2024.10.229,10,,,Fe3O4,,,,326.82,265,,spherical,superparamagnetic,34.6,,,,,
10.1016/ j.jmrt.2024.10.229,10,,,Fe3O4,,,oleic acid,326.82,265,,spherical,superparamagnetic,40.8,,,,,
10.1016/ j.jmrt.2024.10.229,13.1,77.4,861,CoFe2O4,,,,323.1,126,10,spherical,ferrimagnetic,109.9,1.4,,0.2,,
10.1039/ d4ra03867c,13.1,77.4,861,CoFe2O4,,,,323.1,126,30,spherical,ferrimagnetic,72.6,1.4,,0.2,,
10.1016/ j.cej.2024.158928,13.1,77.4,861,CoFe2O4,,,,323.1,126,50,spherical,ferrimagnetic,28.3,1.4,,0.2,,
10.1016/ j.cej.2024.158928,13.3,74.4,846,CoFe2O4,,,chitosan,323.1,126,10,spherical,ferrimagnetic,130.4,1.9,,0.2,,
10.1016/ j.cej.2024.158928,13.3,74.4,846,CoFe2O4,,,chitosan,323.1,126,30,spherical,ferrimagnetic,119.6,1.9,,0.2,,
10.1016/ j.cej.2024.158928,13.3,74.4,846,CoFe2O4,,,chitosan,323.1,126,50,spherical,ferrimagnetic,100.5,1.9,,0.2,,
10.1016/ j.cej.2024.158928,13.4,32.7,76,CuFe2O4,,,PEG,323,126,10,spherical,superparamagnetic,185.2,0.9,,0.12,,
10.1016/ j.cej.2024.158928,8.4,24.5,297,CuFe2O4,,,trisodium citrate,323,126,10,pseudo-nanocube,superparamagnetic & ferrimagnetic,103.2,0.8,,0.21,,
10.1016/ j.cej.2024.158928,31,45.13,86.59,MnFe2O4,,,citric acid,322.95,178,5,spherical,superparamagnetic,175,2,,0.113,,
10.1016/ j.cej.2024.158928,31,45.13,86.59,MnFe2O4,,,citric acid,322.95,178,10,spherical,superparamagnetic,137,2,,0.113,,
10.1016/ j.cej.2024.158928,31,45.13,86.59,MnFe2O4,,,citric acid,322.95,178,15,spherical,superparamagnetic,100,2,,0.113,,
10.1016/ j.cej.2024.158928,32,29.65,18.84,Mn0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,5,spherical,superparamagnetic,19,1,,0.053,0.5,0.5
10.1016/ j.cej.2024.158928,32,29.65,18.84,Mn0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,10,spherical,superparamagnetic,18,1,,0.053,0.5,0.5
10.1016/ j.cej.2024.158928,32,29.65,18.84,Mn0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,15,spherical,superparamagnetic,14,1,,0.053,0.5,0.5
10.1016/ j.cej.2024.158928,32,29.65,18.84,Mn0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,20,spherical,superparamagnetic,13,1,,0.053,0.5,0.5
10.1016/ j.cej.2024.158928,33,53.43,1737.8,CoFe2O4,,,citric acid,322.95,178,5,spherical,ferromagnetic,18,1,,0.335,,
10.1016/ j.cej.2024.158928,33,53.43,1737.8,CoFe2O4,,,citric acid,322.95,178,10,spherical,ferromagnetic,14,1,,0.335,,
10.1016/ j.cej.2024.158928,33,53.43,1737.8,CoFe2O4,,,citric acid,322.95,178,15,spherical,ferromagnetic,13,1,,0.335,,
10.1016/ j.cej.2024.158928,33,53.43,1737.8,CoFe2O4,,,citric acid,322.95,178,20,spherical,ferromagnetic,10,1,,0.335,,
10.1039/ d0na00820f,51,54.38,470.33,Co0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,5,"Octahedral ,  spherical",ferromagnetic,303,2,,0.273,0.5,0.5
